annotation_name	accession	assminfo-name	organism-name	organism-tax-id	full_path
Onychomys_leucogaster-GCA_949786385.1-2023_09-genes	GCA_949786385.1	OncLeu_H2_v1	Onychomys leucogaster	38668	https://ftp.ensembl.org/pub/rapid-release/species/Onychomys_leucogaster/GCA_949786385.1/ensembl/geneset/2023_09/Onychomys_leucogaster-GCA_949786385.1-2023_09-genes.gff3.gz
Onychomys_leucogaster-GCA_949786395.1-2023_09-genes	GCA_949786395.1	OncLeu_H1_v1	Onychomys leucogaster	38668	https://ftp.ensembl.org/pub/rapid-release/species/Onychomys_leucogaster/GCA_949786395.1/ensembl/geneset/2023_09/Onychomys_leucogaster-GCA_949786395.1-2023_09-genes.gff3.gz
Onychomys_torridus-GCA_903995425.1-2022_08-genes	GCA_903995425.1	mOncTor1.1	Onychomys torridus	38674	https://ftp.ensembl.org/pub/rapid-release/species/Onychomys_torridus/GCA_903995425.1/ensembl/geneset/2022_08/Onychomys_torridus-GCA_903995425.1-2022_08-genes.gff3.gz
Onychomys_torridus-GCA_949787125.1-2023_09-genes	GCA_949787125.1	OncTor_H1_v1	Onychomys torridus	38674	https://ftp.ensembl.org/pub/rapid-release/species/Onychomys_torridus/GCA_949787125.1/ensembl/geneset/2023_09/Onychomys_torridus-GCA_949787125.1-2023_09-genes.gff3.gz
Ooceraea_biroi-GCA_003672135.1-2021_12-genes	GCA_003672135.1	Obir_v5.4	Ooceraea biroi	2015173	https://ftp.ensembl.org/pub/rapid-release/species/Ooceraea_biroi/GCA_003672135.1/refseq/geneset/2021_12/Ooceraea_biroi-GCA_003672135.1-2021_12-genes.gff3.gz
Operophtera_brumata-GCA_932527175.1-2022_06-genes	GCA_932527175.1	ilOpeBrum1.1	Operophtera brumata	104452	https://ftp.ensembl.org/pub/rapid-release/species/Operophtera_brumata/GCA_932527175.1/braker/geneset/2022_06/Operophtera_brumata-GCA_932527175.1-2022_06-genes.gff3.gz
Operophtera_brumata-GCA_932527175.1-2023_10-genes	GCA_932527175.1	ilOpeBrum1.1	Operophtera brumata	104452	https://ftp.ensembl.org/pub/rapid-release/species/Operophtera_brumata/GCA_932527175.1/ensembl/geneset/2023_10/Operophtera_brumata-GCA_932527175.1-2023_10-genes.gff3.gz
Operophtera_brumata-GCA_932527245.1-2022_06-genes	GCA_932527245.1	ilOpeBrum1.1 alternate haplotype	Operophtera brumata	104452	https://ftp.ensembl.org/pub/rapid-release/species/Operophtera_brumata/GCA_932527245.1/braker/geneset/2022_06/Operophtera_brumata-GCA_932527245.1-2022_06-genes.gff3.gz
Operophtera_brumata-GCA_932527245.1-2023_10-genes	GCA_932527245.1	ilOpeBrum1.1 alternate haplotype	Operophtera brumata	104452	https://ftp.ensembl.org/pub/rapid-release/species/Operophtera_brumata/GCA_932527245.1/ensembl/geneset/2023_10/Operophtera_brumata-GCA_932527245.1-2023_10-genes.gff3.gz
Ophion_ellenae-GCA_963210295.1-2024_04-genes	GCA_963210295.1	iyOphElle1.1	Ophion ellenae	2884234	https://ftp.ensembl.org/pub/rapid-release/species/Ophion_ellenae/GCA_963210295.1/ensembl/geneset/2024_04/Ophion_ellenae-GCA_963210295.1-2024_04-genes.gff3.gz
Ophion_luteus-GCA_944452655.1-2022_08-genes	GCA_944452655.1	iyOphLute1.1 alternate haplotype	Ophion slaviceki	2979155	https://ftp.ensembl.org/pub/rapid-release/species/Ophion_luteus/GCA_944452655.1/braker/geneset/2022_08/Ophion_luteus-GCA_944452655.1-2022_08-genes.gff3.gz
Ophion_luteus-GCA_944452715.1-2022_08-genes	GCA_944452715.1	iyOphLute1.1	Ophion slaviceki	2979155	https://ftp.ensembl.org/pub/rapid-release/species/Ophion_luteus/GCA_944452715.1/braker/geneset/2022_08/Ophion_luteus-GCA_944452715.1-2022_08-genes.gff3.gz
Ophion_slaviceki-GCA_944452655.1-2022_08-genes	GCA_944452655.1	iyOphLute1.1 alternate haplotype	Ophion slaviceki	2979155	https://ftp.ensembl.org/pub/rapid-release/species/Ophion_slaviceki/GCA_944452655.1/braker/geneset/2022_08/Ophion_slaviceki-GCA_944452655.1-2022_08-genes.gff3.gz
Ophion_slaviceki-GCA_944452715.1-2022_08-genes	GCA_944452715.1	iyOphLute1.1	Ophion slaviceki	2979155	https://ftp.ensembl.org/pub/rapid-release/species/Ophion_slaviceki/GCA_944452715.1/braker/geneset/2022_08/Ophion_slaviceki-GCA_944452715.1-2022_08-genes.gff3.gz
Ophonus_ardosiacus-GCA_943138245.1-2022_08-genes	GCA_943138245.1	icOphArdo1.1 alternate haplotype	Ophonus ardosiacus	247415	https://ftp.ensembl.org/pub/rapid-release/species/Ophonus_ardosiacus/GCA_943138245.1/braker/geneset/2022_08/Ophonus_ardosiacus-GCA_943138245.1-2022_08-genes.gff3.gz
Ophonus_ardosiacus-GCA_943142095.1-2022_08-genes	GCA_943142095.1	icOphArdo1.1	Ophonus ardosiacus	247415	https://ftp.ensembl.org/pub/rapid-release/species/Ophonus_ardosiacus/GCA_943142095.1/braker/geneset/2022_08/Ophonus_ardosiacus-GCA_943142095.1-2022_08-genes.gff3.gz
Opisthocomus_hoazin-GCA_030867145.1-2024_05-genes	GCA_030867145.1	bOpiHoa1.hap1	Opisthocomus hoazin	30419	https://ftp.ensembl.org/pub/rapid-release/species/Opisthocomus_hoazin/GCA_030867145.1/ensembl/geneset/2024_05/Opisthocomus_hoazin-GCA_030867145.1-2024_05-genes.gff3.gz
Opisthocomus_hoazin-GCA_030867165.1-2024_05-genes	GCA_030867165.1	bOpiHoa1.hap2	Opisthocomus hoazin	30419	https://ftp.ensembl.org/pub/rapid-release/species/Opisthocomus_hoazin/GCA_030867165.1/ensembl/geneset/2024_05/Opisthocomus_hoazin-GCA_030867165.1-2024_05-genes.gff3.gz
Opisthograptis_luteolata-GCA_931315375.1-2022_06-genes	GCA_931315375.1	ilOpiLute1.1	Opisthograptis luteolata	934882	https://ftp.ensembl.org/pub/rapid-release/species/Opisthograptis_luteolata/GCA_931315375.1/braker/geneset/2022_06/Opisthograptis_luteolata-GCA_931315375.1-2022_06-genes.gff3.gz
Opisthograptis_luteolata-GCA_931315375.2-2022_07-genes	GCA_931315375.2	ilOpiLute1.2	Opisthograptis luteolata	934882	https://ftp.ensembl.org/pub/rapid-release/species/Opisthograptis_luteolata/GCA_931315375.2/braker/geneset/2022_07/Opisthograptis_luteolata-GCA_931315375.2-2022_07-genes.gff3.gz
Opisthograptis_luteolata-GCA_931315605.1-2022_06-genes	GCA_931315605.1	ilOpiLute1.1 alternate haplotype	Opisthograptis luteolata	934882	https://ftp.ensembl.org/pub/rapid-release/species/Opisthograptis_luteolata/GCA_931315605.1/braker/geneset/2022_06/Opisthograptis_luteolata-GCA_931315605.1-2022_06-genes.gff3.gz
Opisthograptis_luteolata-GCA_931315605.2-2022_06-genes	GCA_931315605.2	ilOpiLute1.2 alternate haplotype	Opisthograptis luteolata	934882	https://ftp.ensembl.org/pub/rapid-release/species/Opisthograptis_luteolata/GCA_931315605.2/braker/geneset/2022_06/Opisthograptis_luteolata-GCA_931315605.2-2022_06-genes.gff3.gz
Oppia_nitens-GCA_028296485.1-2023_04-genes	GCA_028296485.1	nextdenovo-longstitch-racon4-pilon3	Oppia nitens	1686743	https://ftp.ensembl.org/pub/rapid-release/species/Oppia_nitens/GCA_028296485.1/refseq/geneset/2023_04/Oppia_nitens-GCA_028296485.1-2023_04-genes.gff3.gz
Opsariichthys_bidens-GCA_037194245.1-2024_05-genes	GCA_037194245.1	ASM3719424v1	Opsariichthys bidens	141458	https://ftp.ensembl.org/pub/rapid-release/species/Opsariichthys_bidens/GCA_037194245.1/ensembl/geneset/2024_05/Opsariichthys_bidens-GCA_037194245.1-2024_05-genes.gff3.gz
Opsariichthys_bidens-GCA_037194315.1-2024_05-genes	GCA_037194315.1	ASM3719431v1	Opsariichthys bidens	141458	https://ftp.ensembl.org/pub/rapid-release/species/Opsariichthys_bidens/GCA_037194315.1/ensembl/geneset/2024_05/Opsariichthys_bidens-GCA_037194315.1-2024_05-genes.gff3.gz
Opsariichthys_bidens-GCA_037194365.1-2024_05-genes	GCA_037194365.1	ASM3719436v1	Opsariichthys bidens	141458	https://ftp.ensembl.org/pub/rapid-release/species/Opsariichthys_bidens/GCA_037194365.1/ensembl/geneset/2024_05/Opsariichthys_bidens-GCA_037194365.1-2024_05-genes.gff3.gz
Orbicella_faveolata-GCA_002042975.1-2021_12-genes	GCA_002042975.1	ofav_dov_v1	Orbicella faveolata	48498	https://ftp.ensembl.org/pub/rapid-release/species/Orbicella_faveolata/GCA_002042975.1/refseq/geneset/2021_12/Orbicella_faveolata-GCA_002042975.1-2021_12-genes.gff3.gz
Orcinus_orca-GCA_937001465.1-2022_07-genes	GCA_937001465.1	mOrcOrc1.1	Orcinus orca	9733	https://ftp.ensembl.org/pub/rapid-release/species/Orcinus_orca/GCA_937001465.1/ensembl/geneset/2022_07/Orcinus_orca-GCA_937001465.1-2022_07-genes.gff3.gz
Oreochromis_aureus-GCA_013358895.1-2022_10-genes	GCA_013358895.1	ZZ_aureus	Oreochromis aureus	47969	https://ftp.ensembl.org/pub/rapid-release/species/Oreochromis_aureus/GCA_013358895.1/ensembl/geneset/2022_10/Oreochromis_aureus-GCA_013358895.1-2022_10-genes.gff3.gz
Orgyia_antiqua-GCA_916999025.1-2022_02-genes	GCA_916999025.1	ilOrgAnti1.1	Orgyia antiqua	335469	https://ftp.ensembl.org/pub/rapid-release/species/Orgyia_antiqua/GCA_916999025.1/braker/geneset/2022_02/Orgyia_antiqua-GCA_916999025.1-2022_02-genes.gff3.gz
Orgyia_antiqua-GCA_916999025.1-2022_02-genes	GCA_916999025.1	ilOrgAnti1.1	Orgyia antiqua	335469	https://ftp.ensembl.org/pub/rapid-release/species/Orgyia_antiqua/GCA_916999025.1/ensembl/geneset/2022_02/Orgyia_antiqua-GCA_916999025.1-2022_02-genes.gff3.gz
Orgyia_antiqua-GCA_917414775.1-2022_01-genes	GCA_917414775.1	ilOrgAnti1.1 alternate haplotype	Orgyia antiqua	335469	https://ftp.ensembl.org/pub/rapid-release/species/Orgyia_antiqua/GCA_917414775.1/braker/geneset/2022_01/Orgyia_antiqua-GCA_917414775.1-2022_01-genes.gff3.gz
Orius_laevigatus-GCA_018703685.1-2023_01-genes	GCA_018703685.1	ASM1870368v1	Orius laevigatus	82742	https://ftp.ensembl.org/pub/rapid-release/species/Orius_laevigatus/GCA_018703685.1/ensembl/geneset/2023_01/Orius_laevigatus-GCA_018703685.1-2023_01-genes.gff3.gz
Ormia_ochracea-GCA_963402855.1-2023_10-genes	GCA_963402855.1	idOrmOchr111.1	Ormia ochracea	309002	https://ftp.ensembl.org/pub/rapid-release/species/Ormia_ochracea/GCA_963402855.1/ensembl/geneset/2023_10/Ormia_ochracea-GCA_963402855.1-2023_10-genes.gff3.gz
Ornithorhynchus_anatinus-GCA_004115215.2-2019_10-genes	GCA_004115215.2	mOrnAna1.p.v1	Ornithorhynchus anatinus	9258	https://ftp.ensembl.org/pub/rapid-release/species/Ornithorhynchus_anatinus/GCA_004115215.2/ensembl/geneset/2019_10/Ornithorhynchus_anatinus-GCA_004115215.2-2019_10-genes.gff3.gz
Orthonevra_nobilis-GCA_963555765.1-2024_05-genes	GCA_963555765.1	idOrtNobi1.1	Orthonevra nobilis	2867105	https://ftp.ensembl.org/pub/rapid-release/species/Orthonevra_nobilis/GCA_963555765.1/braker/geneset/2024_05/Orthonevra_nobilis-GCA_963555765.1-2024_05-genes.gff3.gz
Orthosia_gothica-GCA_949775005.1-2023_07-genes	GCA_949775005.1	ilOrtGoth1.1	Orthosia gothica	43337	https://ftp.ensembl.org/pub/rapid-release/species/Orthosia_gothica/GCA_949775005.1/ensembl/geneset/2023_07/Orthosia_gothica-GCA_949775005.1-2023_07-genes.gff3.gz
Orthosia_gracilis-GCA_947562075.1-2023_07-genes	GCA_947562075.1	ilOrtGrac1.1	Orthosia gracilis	997542	https://ftp.ensembl.org/pub/rapid-release/species/Orthosia_gracilis/GCA_947562075.1/braker/geneset/2023_07/Orthosia_gracilis-GCA_947562075.1-2023_07-genes.gff3.gz
Orthosia_gracilis-GCA_947563345.1-2023_05-genes	GCA_947563345.1	ilOrtGrac1.1 alternate haplotype	Orthosia gracilis	997542	https://ftp.ensembl.org/pub/rapid-release/species/Orthosia_gracilis/GCA_947563345.1/ensembl/geneset/2023_05/Orthosia_gracilis-GCA_947563345.1-2023_05-genes.gff3.gz
Orthosia_incerta-GCA_948252205.1-2023_07-genes	GCA_948252205.1	ilOrtInce1.1	Orthosia incerta	988011	https://ftp.ensembl.org/pub/rapid-release/species/Orthosia_incerta/GCA_948252205.1/braker/geneset/2023_07/Orthosia_incerta-GCA_948252205.1-2023_07-genes.gff3.gz
Orthosia_incerta-GCA_948253185.1-2023_05-genes	GCA_948253185.1	ilOrtInce1.1 alternate haplotype	Orthosia incerta	988011	https://ftp.ensembl.org/pub/rapid-release/species/Orthosia_incerta/GCA_948253185.1/ensembl/geneset/2023_05/Orthosia_incerta-GCA_948253185.1-2023_05-genes.gff3.gz
Orussus_abietinus-GCA_000612105.2-2021_12-genes	GCA_000612105.2	Oabi_2.0	Orussus abietinus	222816	https://ftp.ensembl.org/pub/rapid-release/species/Orussus_abietinus/GCA_000612105.2/refseq/geneset/2021_12/Orussus_abietinus-GCA_000612105.2-2021_12-genes.gff3.gz
Oryctolagus_cuniculus_cuniculus-GCA_013371645.1-2024_04-genes	GCA_013371645.1	OryCun3.0	Oryctolagus cuniculus cuniculus	568996	https://ftp.ensembl.org/pub/rapid-release/species/Oryctolagus_cuniculus_cuniculus/GCA_013371645.1/ensembl/geneset/2024_04/Oryctolagus_cuniculus_cuniculus-GCA_013371645.1-2024_04-genes.gff3.gz
Oryza_sativa-GCA_001618785.1-2020_12-genes	GCA_001618785.1	Mhv2.0	Oryza sativa Indica Group	39946	https://ftp.ensembl.org/pub/rapid-release/species/Oryza_sativa/GCA_001618785.1/ensembl/geneset/2020_12/Oryza_sativa-GCA_001618785.1-2020_12-genes.gff3.gz
Oryza_sativa-GCA_001618795.1-2020_12-genes	GCA_001618795.1	ZSv2.0	Oryza sativa Indica Group	39946	https://ftp.ensembl.org/pub/rapid-release/species/Oryza_sativa/GCA_001618795.1/ensembl/geneset/2020_12/Oryza_sativa-GCA_001618795.1-2020_12-genes.gff3.gz
Oryza_sativa-GCA_001952365.2-2020_12-genes	GCA_001952365.2	ASM195236v2	Oryza sativa aus subgroup	1736659	https://ftp.ensembl.org/pub/rapid-release/species/Oryza_sativa/GCA_001952365.2/ensembl/geneset/2020_12/Oryza_sativa-GCA_001952365.2-2020_12-genes.gff3.gz
Oryza_sativa-GCA_009829375.1-2020_12-genes	GCA_009829375.1	Os125827RS1	Oryza sativa	4530	https://ftp.ensembl.org/pub/rapid-release/species/Oryza_sativa/GCA_009829375.1/ensembl/geneset/2020_12/Oryza_sativa-GCA_009829375.1-2020_12-genes.gff3.gz
Oryza_sativa-GCA_009829395.1-2020_12-genes	GCA_009829395.1	Os127564RS1	Oryza sativa Indica Group	39946	https://ftp.ensembl.org/pub/rapid-release/species/Oryza_sativa/GCA_009829395.1/ensembl/geneset/2020_12/Oryza_sativa-GCA_009829395.1-2020_12-genes.gff3.gz
Oryza_sativa-GCA_009830595.1-2020_12-genes	GCA_009830595.1	AzucenaRS1	Oryza sativa Japonica Group	39947	https://ftp.ensembl.org/pub/rapid-release/species/Oryza_sativa/GCA_009830595.1/ensembl/geneset/2020_12/Oryza_sativa-GCA_009830595.1-2020_12-genes.gff3.gz
Oryza_sativa-GCA_009831025.1-2020_12-genes	GCA_009831025.1	Os132424RS1	Oryza sativa Indica Group	39946	https://ftp.ensembl.org/pub/rapid-release/species/Oryza_sativa/GCA_009831025.1/ensembl/geneset/2020_12/Oryza_sativa-GCA_009831025.1-2020_12-genes.gff3.gz
Oryza_sativa-GCA_009831045.1-2020_12-genes	GCA_009831045.1	Os127742RS1	Oryza sativa Indica Group	39946	https://ftp.ensembl.org/pub/rapid-release/species/Oryza_sativa/GCA_009831045.1/ensembl/geneset/2020_12/Oryza_sativa-GCA_009831045.1-2020_12-genes.gff3.gz
Oryza_sativa-GCA_009831255.1-2020_12-genes	GCA_009831255.1	Os117425RS1	Oryza sativa aromatic subgroup	1736658	https://ftp.ensembl.org/pub/rapid-release/species/Oryza_sativa/GCA_009831255.1/ensembl/geneset/2020_12/Oryza_sativa-GCA_009831255.1-2020_12-genes.gff3.gz
Oryza_sativa-GCA_009831275.1-2020_12-genes	GCA_009831275.1	OS128077RS1	Oryza sativa tropical japonica subgroup	1736656	https://ftp.ensembl.org/pub/rapid-release/species/Oryza_sativa/GCA_009831275.1/ensembl/geneset/2020_12/Oryza_sativa-GCA_009831275.1-2020_12-genes.gff3.gz
Oryza_sativa-GCA_009831295.1-2020_12-genes	GCA_009831295.1	Os127518RS1	Oryza sativa Indica Group	39946	https://ftp.ensembl.org/pub/rapid-release/species/Oryza_sativa/GCA_009831295.1/ensembl/geneset/2020_12/Oryza_sativa-GCA_009831295.1-2020_12-genes.gff3.gz
Oryza_sativa-GCA_009831315.1-2020_12-genes	GCA_009831315.1	Os132278RS1	Oryza sativa tropical japonica subgroup	1736656	https://ftp.ensembl.org/pub/rapid-release/species/Oryza_sativa/GCA_009831315.1/ensembl/geneset/2020_12/Oryza_sativa-GCA_009831315.1-2020_12-genes.gff3.gz
Oryza_sativa-GCA_009831335.1-2020_12-genes	GCA_009831335.1	Os127652RS1	Oryza sativa aus subgroup	1736659	https://ftp.ensembl.org/pub/rapid-release/species/Oryza_sativa/GCA_009831335.1/ensembl/geneset/2020_12/Oryza_sativa-GCA_009831335.1-2020_12-genes.gff3.gz
Oryza_sativa-GCA_009831355.1-2020_12-genes	GCA_009831355.1	Os125619RS1	Oryza sativa Indica Group	39946	https://ftp.ensembl.org/pub/rapid-release/species/Oryza_sativa/GCA_009831355.1/ensembl/geneset/2020_12/Oryza_sativa-GCA_009831355.1-2020_12-genes.gff3.gz
Oryza_sativa-GCA_009914875.1-2020_12-genes	GCA_009914875.1	OsIR64RS1	Oryza sativa	4530	https://ftp.ensembl.org/pub/rapid-release/species/Oryza_sativa/GCA_009914875.1/ensembl/geneset/2020_12/Oryza_sativa-GCA_009914875.1-2020_12-genes.gff3.gz
Oryzias_curvinotus-GCA_023969325.1-2024_02-genes	GCA_023969325.1	ASM2396932v1	Oryzias curvinotus	104658	https://ftp.ensembl.org/pub/rapid-release/species/Oryzias_curvinotus/GCA_023969325.1/ensembl/geneset/2024_02/Oryzias_curvinotus-GCA_023969325.1-2024_02-genes.gff3.gz
Oryzias_latipes-GCA_002234675.1-2022_04-genes	GCA_002234675.1	ASM223467v1	Oryzias latipes	8090	https://ftp.ensembl.org/pub/rapid-release/species/Oryzias_latipes/GCA_002234675.1/ensembl/geneset/2022_04/Oryzias_latipes-GCA_002234675.1-2022_04-genes.gff3.gz
Oryzias_latipes-GCA_002234695.1-2022_04-genes	GCA_002234695.1	ASM223469v1	Oryzias latipes	8090	https://ftp.ensembl.org/pub/rapid-release/species/Oryzias_latipes/GCA_002234695.1/ensembl/geneset/2022_04/Oryzias_latipes-GCA_002234695.1-2022_04-genes.gff3.gz
Oryzias_latipes-GCA_002234715.1-2022_04-genes	GCA_002234715.1	ASM223471v1	Oryzias latipes	8090	https://ftp.ensembl.org/pub/rapid-release/species/Oryzias_latipes/GCA_002234715.1/ensembl/geneset/2022_04/Oryzias_latipes-GCA_002234715.1-2022_04-genes.gff3.gz
Oryzias_latipes-GCA_947076645.1-2023_03-genes	GCA_947076645.1	MIKK_11-1	Oryzias latipes	8090	https://ftp.ensembl.org/pub/rapid-release/species/Oryzias_latipes/GCA_947076645.1/ensembl/geneset/2023_03/Oryzias_latipes-GCA_947076645.1-2023_03-genes.gff3.gz
Oryzias_latipes-GCA_947078765.1-2023_02-genes	GCA_947078765.1	MIKK_134-2	Oryzias latipes	8090	https://ftp.ensembl.org/pub/rapid-release/species/Oryzias_latipes/GCA_947078765.1/ensembl/geneset/2023_02/Oryzias_latipes-GCA_947078765.1-2023_02-genes.gff3.gz
Oryzias_latipes-GCA_947078775.1-2023_03-genes	GCA_947078775.1	MIKK_134-1	Oryzias latipes	8090	https://ftp.ensembl.org/pub/rapid-release/species/Oryzias_latipes/GCA_947078775.1/ensembl/geneset/2023_03/Oryzias_latipes-GCA_947078775.1-2023_03-genes.gff3.gz
Oryzias_latipes-GCA_947078785.1-2023_02-genes	GCA_947078785.1	MIKK_79-2	Oryzias latipes	8090	https://ftp.ensembl.org/pub/rapid-release/species/Oryzias_latipes/GCA_947078785.1/ensembl/geneset/2023_02/Oryzias_latipes-GCA_947078785.1-2023_02-genes.gff3.gz
Oryzias_latipes-GCA_947078795.1-2023_02-genes	GCA_947078795.1	MIKK_69-1	Oryzias latipes	8090	https://ftp.ensembl.org/pub/rapid-release/species/Oryzias_latipes/GCA_947078795.1/ensembl/geneset/2023_02/Oryzias_latipes-GCA_947078795.1-2023_02-genes.gff3.gz
Oryzias_latipes-GCA_947078805.1-2023_03-genes	GCA_947078805.1	MIKK_80-1	Oryzias latipes	8090	https://ftp.ensembl.org/pub/rapid-release/species/Oryzias_latipes/GCA_947078805.1/ensembl/geneset/2023_03/Oryzias_latipes-GCA_947078805.1-2023_03-genes.gff3.gz
Oryzias_latipes-GCA_947078815.1-2023_03-genes	GCA_947078815.1	MIKK_4-2	Oryzias latipes	8090	https://ftp.ensembl.org/pub/rapid-release/species/Oryzias_latipes/GCA_947078815.1/ensembl/geneset/2023_03/Oryzias_latipes-GCA_947078815.1-2023_03-genes.gff3.gz
Oryzias_latipes-GCA_947078825.1-2023_02-genes	GCA_947078825.1	MIKK_4-1	Oryzias latipes	8090	https://ftp.ensembl.org/pub/rapid-release/species/Oryzias_latipes/GCA_947078825.1/ensembl/geneset/2023_02/Oryzias_latipes-GCA_947078825.1-2023_02-genes.gff3.gz
Oryzias_latipes-GCA_947078835.1-2023_03-genes	GCA_947078835.1	MIKK_131-1	Oryzias latipes	8090	https://ftp.ensembl.org/pub/rapid-release/species/Oryzias_latipes/GCA_947078835.1/ensembl/geneset/2023_03/Oryzias_latipes-GCA_947078835.1-2023_03-genes.gff3.gz
Oryzias_latipes-GCA_947078845.1-2023_02-genes	GCA_947078845.1	MIKK_7-1	Oryzias latipes	8090	https://ftp.ensembl.org/pub/rapid-release/species/Oryzias_latipes/GCA_947078845.1/ensembl/geneset/2023_02/Oryzias_latipes-GCA_947078845.1-2023_02-genes.gff3.gz
Oryzias_latipes-GCA_947078855.1-2023_03-genes	GCA_947078855.1	MIKK_117-2	Oryzias latipes	8090	https://ftp.ensembl.org/pub/rapid-release/species/Oryzias_latipes/GCA_947078855.1/ensembl/geneset/2023_03/Oryzias_latipes-GCA_947078855.1-2023_03-genes.gff3.gz
Oryzias_latipes-GCA_947078865.1-2023_03-genes	GCA_947078865.1	MIKK_7-2	Oryzias latipes	8090	https://ftp.ensembl.org/pub/rapid-release/species/Oryzias_latipes/GCA_947078865.1/ensembl/geneset/2023_03/Oryzias_latipes-GCA_947078865.1-2023_03-genes.gff3.gz
Oryzias_melastigma-GCA_002922805.2-2024_05-genes	GCA_002922805.2	ASM292280v2	Oryzias melastigma	30732	https://ftp.ensembl.org/pub/rapid-release/species/Oryzias_melastigma/GCA_002922805.2/ensembl/geneset/2024_05/Oryzias_melastigma-GCA_002922805.2-2024_05-genes.gff3.gz
Oscarella_lobularis-GCA_947507565.1-2024_02-genes	GCA_947507565.1	ooOscLobu1.1	Oscarella lobularis	121494	https://ftp.ensembl.org/pub/rapid-release/species/Oscarella_lobularis/GCA_947507565.1/ensembl/geneset/2024_02/Oscarella_lobularis-GCA_947507565.1-2024_02-genes.gff3.gz
Osedax_fenrisi-GCA_964019155.1-2024_05-genes	GCA_964019155.1	wsOseFenr1.1	Osedax fenrisi	2741452	https://ftp.ensembl.org/pub/rapid-release/species/Osedax_fenrisi/GCA_964019155.1/ensembl/geneset/2024_05/Osedax_fenrisi-GCA_964019155.1-2024_05-genes.gff3.gz
Osmia_bicornis_bicornis-GCA_907164925.1-2022_02-genes	GCA_907164925.1	iOsmBic2.1 alternate haplotype	Osmia bicornis bicornis	1437191	https://ftp.ensembl.org/pub/rapid-release/species/Osmia_bicornis_bicornis/GCA_907164925.1/ensembl/geneset/2022_02/Osmia_bicornis_bicornis-GCA_907164925.1-2022_02-genes.gff3.gz
Osmia_bicornis_bicornis-GCA_907164935.1-2021_11-genes	GCA_907164935.1	iOsmBic2.1	Osmia bicornis bicornis	1437191	https://ftp.ensembl.org/pub/rapid-release/species/Osmia_bicornis_bicornis/GCA_907164935.1/ensembl/geneset/2021_11/Osmia_bicornis_bicornis-GCA_907164935.1-2021_11-genes.gff3.gz
Ostrea_edulis-GCA_023158985.1-2023_04-genes	GCA_023158985.1	OEROSLIN_1.1	Ostrea edulis	37623	https://ftp.ensembl.org/pub/rapid-release/species/Ostrea_edulis/GCA_023158985.1/refseq/geneset/2023_04/Ostrea_edulis-GCA_023158985.1-2023_04-genes.gff3.gz
Ostrinia_nubilalis-GCA_963855985.1-2024_04-genes	GCA_963855985.1	ilOstNubi1.1	Ostrinia nubilalis	29057	https://ftp.ensembl.org/pub/rapid-release/species/Ostrinia_nubilalis/GCA_963855985.1/ensembl/geneset/2024_04/Ostrinia_nubilalis-GCA_963855985.1-2024_04-genes.gff3.gz
Otus_sunia-GCA_010365825.1-2020_02-genes	GCA_010365825.1	OtuSun1.0	Otus sunia	257818	https://ftp.ensembl.org/pub/rapid-release/species/Otus_sunia/GCA_010365825.1/ensembl/geneset/2020_02/Otus_sunia-GCA_010365825.1-2020_02-genes.gff3.gz
Ovis_aries-GCA_000298735.2-2020_07-genes	GCA_000298735.2	Oar_v4.0	Ovis aries	9940	https://ftp.ensembl.org/pub/rapid-release/species/Ovis_aries/GCA_000298735.2/ensembl/geneset/2020_07/Ovis_aries-GCA_000298735.2-2020_07-genes.gff3.gz
Ovis_aries-GCA_002742125.1-2020_02-genes	GCA_002742125.1	Oar_rambouillet_v1.0	Ovis aries	9940	https://ftp.ensembl.org/pub/rapid-release/species/Ovis_aries/GCA_002742125.1/ensembl/geneset/2020_02/Ovis_aries-GCA_002742125.1-2020_02-genes.gff3.gz
Ovis_aries-GCA_011170295.1-2023_11-genes	GCA_011170295.1	ASM1117029v1	Ovis aries	9940	https://ftp.ensembl.org/pub/rapid-release/species/Ovis_aries/GCA_011170295.1/ensembl/geneset/2023_11/Ovis_aries-GCA_011170295.1-2023_11-genes.gff3.gz
Ovis_aries-GCA_016772045.1-2022_08-genes	GCA_016772045.1	ARS-UI_Ramb_v2.0	Ovis aries	9940	https://ftp.ensembl.org/pub/rapid-release/species/Ovis_aries/GCA_016772045.1/ensembl/geneset/2022_08/Ovis_aries-GCA_016772045.1-2022_08-genes.gff3.gz
Ovis_aries-GCA_017524585.1-2023_09-genes	GCA_017524585.1	CAU_O.aries_1.0	Ovis aries	9940	https://ftp.ensembl.org/pub/rapid-release/species/Ovis_aries/GCA_017524585.1/ensembl/geneset/2023_09/Ovis_aries-GCA_017524585.1-2023_09-genes.gff3.gz
Ovis_aries-GCA_018804185.1-2023_11-genes	GCA_018804185.1	NWAFU_Friesian_1.0	Ovis aries	9940	https://ftp.ensembl.org/pub/rapid-release/species/Ovis_aries/GCA_018804185.1/ensembl/geneset/2023_11/Ovis_aries-GCA_018804185.1-2023_11-genes.gff3.gz
Ovis_aries-GCA_022416685.1-2023_03-genes	GCA_022416685.1	ASM2241668v1	Ovis aries	9940	https://ftp.ensembl.org/pub/rapid-release/species/Ovis_aries/GCA_022416685.1/ensembl/geneset/2023_03/Ovis_aries-GCA_022416685.1-2023_03-genes.gff3.gz
