assembly_accession	assembly_name	taxon_id	organism_name	source_database	annotation_provider	access_url	file_format	release_date	retrieval_date	pipeline_name	pipeline_method	pipeline_version	last_modified_date	md5_checksum
GCF_048934315.1	UKy_Petmar_22M1.pri1.0	7757	Petromyzon marinus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/048/934/315/GCF_048934315.1_UKy_Petmar_22M1.pri1.0/GCF_048934315.1_UKy_Petmar_22M1.pri1.0_genomic.gff.gz	gff	2025-08-04	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.4	2025-08-09	eb8c43cd828e9f596c53f295bde8cc95
GCF_016906955.1	ROS_Pafr_v1	41426	Phacochoerus africanus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/906/955/GCF_016906955.1_ROS_Pafr_v1/GCF_016906955.1_ROS_Pafr_v1_genomic.gff.gz	gff	2023-03-03	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.1	2023-03-05	314dfa9b65903d6708524890072e8a90
GCF_032191515.1	BPBGC_Pcur_1.0	33595	Phaenicophaeus curvirostris	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/191/515/GCF_032191515.1_BPBGC_Pcur_1.0/GCF_032191515.1_BPBGC_Pcur_1.0_genomic.gff.gz	gff	2024-11-16	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2024-11-18	0959b66e14c09f0e127f2daa6a386294
GCF_000150955.2	ASM15095v2	556484	Phaeodactylum tricornutum CCAP 1055/1	RefSeq	Diatom Consortium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/150/955/GCF_000150955.2_ASM15095v2/GCF_000150955.2_ASM15095v2_genomic.gff.gz	gff	2017-06-18	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2023-06-20	21cb3a291fb8fc1a22bfba70f2c65256
GCF_949628215.1	bGulAri2.1	126867	Phalacrocorax aristotelis	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/949/628/215/GCF_949628215.1_bGulAri2.1/GCF_949628215.1_bGulAri2.1_genomic.gff.gz	gff	2025-07-10	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.4	2025-07-11	8fdbf1ca9f711427ba01e07cac1d04d5
GCF_963921805.1	bPhaCar2.1	9209	Phalacrocorax carbo	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/921/805/GCF_963921805.1_bPhaCar2.1/GCF_963921805.1_bPhaCar2.1_genomic.gff.gz	gff	2024-04-09	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon; cmsearch; tRNAscan-SE	10.2	2024-04-16	1eceed1442dab7152ac16f1a71e42a49
GCF_024763615.1	Ppap_2.1	29031	Phlebotomus papatasi	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/763/615/GCF_024763615.1_Ppap_2.1/GCF_024763615.1_Ppap_2.1_genomic.gff.gz	gff	2023-05-04	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.1	2023-05-07	6f81225a07de8c6281f71a0531fe86ec
GCF_963924675.1	mPhoPho1.1	9742	Phocoena phocoena	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/924/675/GCF_963924675.1_mPhoPho1.1/GCF_963924675.1_mPhoPho1.1_genomic.gff.gz	gff	2024-06-21	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2024-06-22	d1d75c325b5a98d21e5c45a73edfe275
GCF_008692025.1	mPhoSin1.pri	42100	Phocoena sinus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/692/025/GCF_008692025.1_mPhoSin1.pri/GCF_008692025.1_mPhoSin1.pri_genomic.gff.gz	gff	2020-02-18	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.3	2022-09-28	1c8e3524454d91c2eef5f750ffb01925
GCF_009389715.1	palm_55x_up_171113_PBpolish2nd_filt_p	42345	Phoenix dactylifera	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/389/715/GCF_009389715.1_palm_55x_up_171113_PBpolish2nd_filt_p/GCF_009389715.1_palm_55x_up_171113_PBpolish2nd_filt_p_genomic.gff.gz	gff	2021-01-19	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.5	2023-06-06	65d78367f4de545b3bd97d0fcf6ce9df
GCF_958298935.1	lpPhrAust1.1	29695	Phragmites australis	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/958/298/935/GCF_958298935.1_lpPhrAust1.1/GCF_958298935.1_lpPhrAust1.1_genomic.gff.gz	gff	2024-01-11	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2024-01-18	1c257a669b6e602f2a47241b9de8d5ff
GCF_024500275.1	UOR_Pequ_1.1	693459	Phycodurus eques	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/500/275/GCF_024500275.1_UOR_Pequ_1.1/GCF_024500275.1_UOR_Pequ_1.1_genomic.gff.gz	gff	2023-12-20	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2023-12-23	0bbbc70a1022bac734ac1158a9fa5613
GCF_024500385.1	UOR_Ptae_1.2	161469	Phyllopteryx taeniolatus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/500/385/GCF_024500385.1_UOR_Ptae_1.2/GCF_024500385.1_UOR_Ptae_1.2_genomic.gff.gz	gff	2023-12-19	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2023-12-24	1143431d1fc0a25b5c808e57b93dac30
GCF_004126475.2	mPhyDis1.pri.v3	89673	Phyllostomus discolor	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/126/475/GCF_004126475.2_mPhyDis1.pri.v3/GCF_004126475.2_mPhyDis1.pri.v3_genomic.gff.gz	gff	2020-08-31	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.5	2020-09-07	e31400f7fcec06324f6950cd1ee313c1
GCF_002837175.3	ASM283717v5	9755	Physeter macrocephalus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/837/175/GCF_002837175.3_ASM283717v5/GCF_002837175.3_ASM283717v5_genomic.gff.gz	gff	2025-01-08	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon; cmsearch; tRNAscan-SE	10.3	2025-01-10	e7049dc66546533ffe93e721174604ab
GCF_003054445.1	ASM305444v1	4909	Pichia kudriavzevii	RefSeq	University College Dublin	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/054/445/GCF_003054445.1_ASM305444v1/GCF_003054445.1_ASM305444v1_genomic.gff.gz	gff	2019-06-16	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2023-12-29	4ea0a86aca2328cf2cb3b61824f93e17
GCF_905147105.1	ilPieBrab1.1	7116	Pieris brassicae	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/147/105/GCF_905147105.1_ilPieBrab1.1/GCF_905147105.1_ilPieBrab1.1_genomic.gff.gz	gff	2022-01-04	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	9.0	2022-01-05	3918e2d0b7ac186266d09abbed3b023b
GCF_905475465.1	ilPieNapi1.2	78633	Pieris napi	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/475/465/GCF_905475465.1_ilPieNapi1.2/GCF_905475465.1_ilPieNapi1.2_genomic.gff.gz	gff	2022-04-07	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	9.0	2022-04-09	b87949610838266b34ea371b1cd8c952
GCF_905147795.1	ilPieRapa1.1	64459	Pieris rapae	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/147/795/GCF_905147795.1_ilPieRapa1.1/GCF_905147795.1_ilPieRapa1.1_genomic.gff.gz	gff	2021-12-22	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	9.0	2021-12-29	c71965777479ec715f150f12ee88d3d8
GCF_002776525.5	ASM277652v5	591936	Piliocolobus tephrosceles	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/776/525/GCF_002776525.5_ASM277652v5/GCF_002776525.5_ASM277652v5_genomic.gff.gz	gff	2019-12-30	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.3	2023-02-14	d562fa80cad217a5d4006898401aca05
GCF_047495875.1	PitAlb_v1	3385563	Pithys albifrons albifrons	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/495/875/GCF_047495875.1_PitAlb_v1/GCF_047495875.1_PitAlb_v1_genomic.gff.gz	gff	2025-02-25	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2025-02-26	6ae8a61a867767f185c186c03dd185e3
GCF_950023065.1	ihPlaCitr1.1	170843	Planococcus citri	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/950/023/065/GCF_950023065.1_ihPlaCitr1.1/GCF_950023065.1_ihPlaCitr1.1_genomic.gff.gz	gff	2024-05-09	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2024-05-16	899fdf85517eb03f390124ee85ef5804
GCF_900002375.2	GCA_900002375	5823	Plasmodium berghei ANKA	RefSeq	WTSI	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/002/375/GCF_900002375.2_GCA_900002375/GCF_900002375.2_GCA_900002375_genomic.gff.gz	gff	2023-04-03	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2023-06-20	6c81eede10747b4b43e8cf63b0806c6f
GCF_023973825.1	ASM2397382v1	5824	Plasmodium brasilianum	RefSeq	Centers for Disease Control and Prevention	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/973/825/GCF_023973825.1_ASM2397382v1/GCF_023973825.1_ASM2397382v1_genomic.gff.gz	gff	2024-08-12	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2024-08-13	0bf8107cc43e9cd486595a9406e3b7cb
GCF_900002335.3	GCA_900002335	31271	Plasmodium chabaudi chabaudi	RefSeq	WTSI	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/002/335/GCF_900002335.3_GCA_900002335/GCF_900002335.3_GCA_900002335_genomic.gff.gz	gff	2023-04-12	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2023-06-24	a5df8f96378bda6368521997a4c9aa6e
GCF_001680005.1	ASM168000v1	208452	Plasmodium coatneyi	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/680/005/GCF_001680005.1_ASM168000v1/GCF_001680005.1_ASM168000v1_genomic.gff.gz	gff	2017-02-02	2025-09-09				2023-06-20	d8c658eab01fe81d5a5fcdb21f9519f6
GCF_000321355.1	PcynB_1.0	1120755	Plasmodium cynomolgi strain B	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/355/GCF_000321355.1_PcynB_1.0/GCF_000321355.1_PcynB_1.0_genomic.gff.gz	gff	2013-04-25	2025-09-09				2020-02-25	185a037afe4e358623b407e8926d9f56
GCF_000002765.6	GCA_000002765	36329	Plasmodium falciparum 3D7	RefSeq	Plasmodium falciparum Genome Sequencing Consortium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/765/GCF_000002765.6_GCA_000002765/GCF_000002765.6_GCA_000002765_genomic.gff.gz	gff	2020-09-10	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2023-10-05	93290f7271ad775512a0e3b2b8f357a3
GCF_001602025.1	ASM160202v1	647221	Plasmodium gaboni	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/602/025/GCF_001602025.1_ASM160202v1/GCF_001602025.1_ASM160202v1_genomic.gff.gz	gff	2016-10-21	2025-09-09				2023-06-20	db6186b31e7c90f136c1bc16cbcef81d
GCF_000006355.2	GCA_000006355.2	5851	Plasmodium knowlesi strain H	RefSeq	Wellcome Trust Sanger Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/355/GCF_000006355.2_GCA_000006355.2/GCF_000006355.2_GCA_000006355.2_genomic.gff.gz	gff	2023-04-03	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2023-06-20	30b119b1da68476141bf967a692118fb
GCF_900090045.1	PmUG01	5858	Plasmodium malariae	RefSeq	WTSI	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/090/045/GCF_900090045.1_PmUG01/GCF_900090045.1_PmUG01_genomic.gff.gz	gff	2023-04-03	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2023-06-20	b1a6150221d55ccb06da6a0e439df535
GCF_001601855.1	ASM160185v1	5854	Plasmodium reichenowi	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/601/855/GCF_001601855.1_ASM160185v1/GCF_001601855.1_ASM160185v1_genomic.gff.gz	gff	2017-02-17	2025-09-09				2023-06-20	7d57336d3f09399f354a8ea0bd8289bc
GCF_900005765.1	PRELSG	85471	Plasmodium relictum	RefSeq	WTSI	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/005/765/GCF_900005765.1_PRELSG/GCF_900005765.1_PRELSG_genomic.gff.gz	gff	2023-04-03	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2023-06-20	5e460add79594e57e06576ec5fa39685
GCF_900097015.1	PADLG01	880535	Plasmodium sp. gorilla clade G2	RefSeq	WTSI	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/097/015/GCF_900097015.1_PADLG01/GCF_900097015.1_PADLG01_genomic.gff.gz	gff	2020-09-19	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2023-06-20	5f1666a9bb76267602e0f2423a90850f
GCF_900681995.1	PVVCY_v1	54757	Plasmodium vinckei vinckei	RefSeq	KAUST	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/681/995/GCF_900681995.1_PVVCY_v1/GCF_900681995.1_PVVCY_v1_genomic.gff.gz	gff	2020-11-14	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2023-06-20	39903bbbf34f944d5853f4c7d509d131
GCF_000002415.2	ASM241v2	5855	Plasmodium vivax	RefSeq	TIGR	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/415/GCF_000002415.2_ASM241v2/GCF_000002415.2_ASM241v2_genomic.gff.gz	gff	2023-04-03	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2023-06-20	b5b6f612dc0fb47b8dcf0d66b8695d58
GCF_900002385.2	GCA_900002385	5861	Plasmodium yoelii	RefSeq	WTSI	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/002/385/GCF_900002385.2_GCA_900002385/GCF_900002385.2_GCA_900002385_genomic.gff.gz	gff	2020-05-23	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2023-06-20	2107c9660e3d23f93652e5074b11a46b
GCF_949316205.1	fPlaFle2.1	8260	Platichthys flesus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/949/316/205/GCF_949316205.1_fPlaFle2.1/GCF_949316205.1_fPlaFle2.1_genomic.gff.gz	gff	2024-01-16	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2024-01-19	ae0c17756319f27b6b78b7c079d58f78
GCF_008729295.1	YSFRI_Pleo_2.0	160734	Plectropomus leopardus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/729/295/GCF_008729295.1_YSFRI_Pleo_2.0/GCF_008729295.1_YSFRI_Pleo_2.0_genomic.gff.gz	gff	2021-07-14	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	9.0	2021-07-20	9cc86981fa892bf72c47b8432f586419
GCF_031143425.1	aPleWal1.hap1.20221129	8319	Pleurodeles waltl	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/143/425/GCF_031143425.1_aPleWal1.hap1.20221129/GCF_031143425.1_aPleWal1.hap1.20221129_genomic.gff.gz	gff	2024-08-29	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2024-11-01	edafe880513a6a99f3bb168298485d74
GCF_947347685.1	fPlePla1.1	8262	Pleuronectes platessa	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/947/347/685/GCF_947347685.1_fPlePla1.1/GCF_947347685.1_fPlePla1.1_genomic.gff.gz	gff	2023-03-11	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.1	2023-03-12	6434f2cfc8a807d87ef72d17b0aa4f24
GCF_027563975.2	ilPloInte3.2	58824	Plodia interpunctella	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/563/975/GCF_027563975.2_ilPloInte3.2/GCF_027563975.2_ilPloInte3.2_genomic.gff.gz	gff	2024-04-10	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2024-04-11	4b7323c9c27df9e6abd68f875d3ea367
GCF_932276165.1	ilPluXylo3.1	51655	Plutella xylostella	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/932/276/165/GCF_932276165.1_ilPluXylo3.1/GCF_932276165.1_ilPluXylo3.1_genomic.gff.gz	gff	2022-06-06	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	9.0	2022-06-10	08a43c25bcb103c65dfef94aea6108d6
GCF_001653235.2	ASM165323v2	1380566	Pochonia chlamydosporia 170	RefSeq	The Institute of Vegetables and Flowers CAAS	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/653/235/GCF_001653235.2_ASM165323v2/GCF_001653235.2_ASM165323v2_genomic.gff.gz	gff	2017-09-08	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2023-06-20	b63be8f1ff4a5857e7f466d657997321
GCF_036669915.1	ASM3666991v2	203993	Pocillopora verrucosa	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/669/915/GCF_036669915.1_ASM3666991v2/GCF_036669915.1_ASM3666991v2_genomic.gff.gz	gff	2024-06-25	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2024-06-29	a5cce9e96257db5b7806c3478bf67f39
GCF_004329235.1	PodMur_1.0	64176	Podarcis muralis	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/329/235/GCF_004329235.1_PodMur_1.0/GCF_004329235.1_PodMur_1.0_genomic.gff.gz	gff	2019-04-12	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.2	2022-09-30	f09bb7fd051b89ec184661f0c5fd1c97
GCF_027172205.1	rPodRaf1.pri	65483	Podarcis raffonei	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/172/205/GCF_027172205.1_rPodRaf1.pri/GCF_027172205.1_rPodRaf1.pri_genomic.gff.gz	gff	2023-02-25	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.1	2023-02-26	3ec35ecf072bac06ce868975bc838346
GCF_035222275.1	CBS112042p_1.0	2093777	Podospora bellae-mahoneyi	RefSeq	Uppsala University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/222/275/GCF_035222275.1_CBS112042p_1.0/GCF_035222275.1_CBS112042p_1.0_genomic.gff.gz	gff	2024-02-07	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2024-02-08	894f7d63a4d028686e3cd1d29f32bb06
GCF_035222485.1	CBS124.78p_1.0	2609844	Podospora pseudoanserina	RefSeq	Uppsala University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/222/485/GCF_035222485.1_CBS124.78p_1.0/GCF_035222485.1_CBS124.78p_1.0_genomic.gff.gz	gff	2024-02-07	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2024-02-08	c4f5fc22892bb3241f79fa9ff6c60ed3
GCF_035222375.1	CBS415.72m_1.0	2093779	Podospora pseudocomata	RefSeq	Uppsala University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/222/375/GCF_035222375.1_CBS415.72m_1.0/GCF_035222375.1_CBS415.72m_1.0_genomic.gff.gz	gff	2024-02-07	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2024-02-08	1de685f5b648b86577f390752f3591de
GCF_035222475.1	CBS411.78m_1.0	2093780	Podospora pseudopauciseta	RefSeq	Uppsala University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/222/475/GCF_035222475.1_CBS411.78m_1.0/GCF_035222475.1_CBS411.78m_1.0_genomic.gff.gz	gff	2024-02-07	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2024-02-08	59263fae0c8101836abe55c16e35a581
GCF_030490865.1	bPoeAtr1.hap1	48891	Poecile atricapillus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/490/865/GCF_030490865.1_bPoeAtr1.hap1/GCF_030490865.1_bPoeAtr1.hap1_genomic.gff.gz	gff	2023-08-11	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.1	2023-08-15	ef2ed3548018170929d6e550d2b35d72
GCF_047335585.1	Pvi2.1	103695	Pogona vitticeps	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/335/585/GCF_047335585.1_Pvi2.1/GCF_047335585.1_Pvi2.1_genomic.gff.gz	gff	2025-03-27	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2025-04-08	cb0b8db2961bd04d0f384137284ce18b
GCF_015220805.1	bPogPus1.pri	488313	Pogoniulus pusillus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/220/805/GCF_015220805.1_bPogPus1.pri/GCF_015220805.1_bPogPus1.pri_genomic.gff.gz	gff	2024-03-28	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2024-04-01	51fa7a3ab19c0e995e58aa07ffaa9f67
GCF_017654505.1	ASM1765450v1	7913	Polyodon spathula	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/654/505/GCF_017654505.1_ASM1765450v1/GCF_017654505.1_ASM1765450v1_genomic.gff.gz	gff	2021-04-29	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.6	2022-09-28	76f91cd87b4ed7ca07365148579619a8
GCF_016835505.1	ASM1683550v1	55291	Polypterus senegalus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/835/505/GCF_016835505.1_ASM1683550v1/GCF_016835505.1_ASM1683550v1_genomic.gff.gz	gff	2021-02-23	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.5	2022-09-28	ebe422925a9cdf993ea56833e5a6e118
GCF_003073045.1	ASM307304v1	400727	Pomacea canaliculata	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/073/045/GCF_003073045.1_ASM307304v1/GCF_003073045.1_ASM307304v1_genomic.gff.gz	gff	2018-06-01	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.0	2022-11-21	b41433da6a1f9866ea717bf77f0746b9
GCF_005239225.2	ASM523922v2	43335	Populus alba	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/239/225/GCF_005239225.2_ASM523922v2/GCF_005239225.2_ASM523922v2_genomic.gff.gz	gff	2025-04-18	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2025-04-23	035d06bb503e749ec6c46c97a21d1272
GCF_951802175.1	ddPopNigr1.1	3691	Populus nigra	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/951/802/175/GCF_951802175.1_ddPopNigr1.1/GCF_951802175.1_ddPopNigr1.1_genomic.gff.gz	gff	2024-01-05	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2024-01-07	18392467b7137008268263a2e8e779b3
GCF_000002775.5	P.trichocarpa_v4.1	3694	Populus trichocarpa	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/775/GCF_000002775.5_P.trichocarpa_v4.1/GCF_000002775.5_P.trichocarpa_v4.1_genomic.gff.gz	gff	2022-12-02	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	10.0	2023-06-06	63616f6efed75e30635aaeffa88f8825
GCF_017918235.1	LU_Pher_1.0	2761500	Porcisia hertigi	RefSeq	Lancaster University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/918/235/GCF_017918235.1_LU_Pher_1.0/GCF_017918235.1_LU_Pher_1.0_genomic.gff.gz	gff	2024-08-29	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2024-08-30	a8196fa58695357da98d5b1f739c41a9
GCF_958299795.1	jaPorLute2.1	51062	Porites lutea	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/958/299/795/GCF_958299795.1_jaPorLute2.1/GCF_958299795.1_jaPorLute2.1_genomic.gff.gz	gff	2025-04-10	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2025-04-22	ce035e2e482e9c296efd0f0634b74e97
GCF_017591435.1	ASM1759143v1	210409	Portunus trituberculatus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/591/435/GCF_017591435.1_ASM1759143v1/GCF_017591435.1_ASM1759143v1_genomic.gff.gz	gff	2021-11-24	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	9.0	2021-12-05	eaf239e3a975687e33ebfdec4b4a4a3b
