assembly_accession	assembly_name	taxon_id	organism_name	source_database	annotation_provider	access_url	file_format	release_date	retrieval_date	pipeline_name	pipeline_method	pipeline_version	last_modified_date	md5_checksum
GCA_025331885.1	ASM2533188v1	5478	Nakaseomyces glabratus	GenBank	BSC	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/331/885/GCA_025331885.1_ASM2533188v1/GCA_025331885.1_ASM2533188v1_genomic.gff.gz	gff	2022-09-25	2026-01-27				2025-06-25	8514dfbed1839ac0fa121b726078030e
GCA_041121425.1	ASM4112142v1	5478	Nakaseomyces glabratus	GenBank	BSC	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/121/425/GCA_041121425.1_ASM4112142v1/GCA_041121425.1_ASM4112142v1_genomic.gff.gz	gff	2024-08-08	2026-01-27				2024-08-09	f0c6e319f9cbadf2a22d9cfd41bda87d
GCA_041121435.1	ASM4112143v1	5478	Nakaseomyces glabratus	GenBank	BSC	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/121/435/GCA_041121435.1_ASM4112143v1/GCA_041121435.1_ASM4112143v1_genomic.gff.gz	gff	2024-08-08	2026-01-27				2024-08-09	d9e517bbd594ed95011b4fc7d91bb2b9
GCA_041121665.1	ASM4112166v1	5478	Nakaseomyces glabratus	GenBank	BSC	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/121/665/GCA_041121665.1_ASM4112166v1/GCA_041121665.1_ASM4112166v1_genomic.gff.gz	gff	2024-08-08	2026-01-27				2024-08-09	c0e8e666bb49c8d91f94d048396ebb3b
GCA_041121685.1	ASM4112168v1	5478	Nakaseomyces glabratus	GenBank	BSC	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/121/685/GCA_041121685.1_ASM4112168v1/GCA_041121685.1_ASM4112168v1_genomic.gff.gz	gff	2024-08-08	2026-01-27				2024-08-09	e3a2ee506361347daddc196af42c51e5
GCA_041121675.1	ASM4112167v1	5478	Nakaseomyces glabratus	GenBank	BSC	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/121/675/GCA_041121675.1_ASM4112167v1/GCA_041121675.1_ASM4112167v1_genomic.gff.gz	gff	2024-08-08	2026-01-27				2024-08-09	b166eb5382a5dbbf0416512c0beca211
GCA_041121695.1	ASM4112169v1	5478	Nakaseomyces glabratus	GenBank	BSC	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/121/695/GCA_041121695.1_ASM4112169v1/GCA_041121695.1_ASM4112169v1_genomic.gff.gz	gff	2024-08-08	2026-01-27				2024-08-09	15770b7651be98d0f3ee8427bb7aae02
GCA_041121715.1	ASM4112171v1	5478	Nakaseomyces glabratus	GenBank	BSC	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/121/715/GCA_041121715.1_ASM4112171v1/GCA_041121715.1_ASM4112171v1_genomic.gff.gz	gff	2024-08-08	2026-01-27				2024-08-08	cedfea7a4acba4824d3c038e856dfa3c
GCA_041121705.1	ASM4112170v1	5478	Nakaseomyces glabratus	GenBank	BSC	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/121/705/GCA_041121705.1_ASM4112170v1/GCA_041121705.1_ASM4112170v1_genomic.gff.gz	gff	2024-08-08	2026-01-27				2024-08-09	e764524ed419c717c1e4a26417e49f75
GCA_000569095.1	NagaB31_1.0	72520	Nannochloropsis gaditana	GenBank	CRIBI Genomics University of Padova	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/569/095/GCA_000569095.1_NagaB31_1.0/GCA_000569095.1_NagaB31_1.0_genomic.gff.gz	gff	2014-02-18	2026-01-27				2025-06-19	a96e44868d03eb71050d8ffa9546b1e5
GCA_047834645.1	ASM4783464v1	43780	Nasalis larvatus	GenBank	Northwest University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/047/834/645/GCA_047834645.1_ASM4783464v1/GCA_047834645.1_ASM4783464v1_genomic.gff.gz	gff	2025-02-18	2026-01-27				2025-02-18	be581122c0d15d7f74ae47ce78c6650e
GCA_965152195.1	rNatDep2.hap2	27790	Natator depressus	GenBank	Vertebrate Genomes Project	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/152/195/GCA_965152195.1_rNatDep2.hap2/GCA_965152195.1_rNatDep2.hap2_genomic.gff.gz	gff	2025-02-16	2026-01-27				2025-02-18	0de9e82894f74d1e059682571a528886
GCA_965152275.1	rNatDep2.hap1	27790	Natator depressus	GenBank	Vertebrate Genomes Project	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/152/275/GCA_965152275.1_rNatDep2.hap1/GCA_965152275.1_rNatDep2.hap1_genomic.gff.gz	gff	2025-02-16	2026-01-27				2025-02-17	74769c9fe50fdbfeea6ccfd8ba547ef5
GCA_000227115.2	ASM22711v2	1071378	Naumovozyma dairenensis CBS 421	GenBank	Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/227/115/GCA_000227115.2_ASM22711v2/GCA_000227115.2_ASM22711v2_genomic.gff.gz	gff	2015-03-01	2026-01-27				2021-09-26	6b4f4c9208547d386a540e3ac3e0fbcc
GCA_000237345.1	ASM23734v1	27288	Naumovozyma castellii	GenBank	Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/345/GCA_000237345.1_ASM23734v1/GCA_000237345.1_ASM23734v1_genomic.gff.gz	gff	2015-03-01	2026-01-27				2024-07-22	6ff3afc0ec1091f65b66e639c201aed1
GCA_031761385.1	Nec_am_Ar_1.0	51031	Necator americanus	GenBank	Cornell University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/761/385/GCA_031761385.1_Nec_am_Ar_1.0/GCA_031761385.1_Nec_am_Ar_1.0_genomic.gff.gz	gff	2024-03-08	2026-01-27				2025-06-25	9e4a7f908942f6f5abfd03a8f5d2f84a
GCA_014319735.1	ASM1431973v1	4432	Nelumbo nucifera	GenBank	Wuhan Botanical Garden, Chinese Academy of Sciences	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/319/735/GCA_014319735.1_ASM1431973v1/GCA_014319735.1_ASM1431973v1_genomic.gff.gz	gff	2020-12-23	2026-01-27				2025-06-22	4d90c45ffff372cb18a54c341e8d3496
GCA_051530055.1	ASM5153005v1	2593365	Neoechinorhynchus agilis	GenBank	Universite Libre de Bruxelles	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/530/055/GCA_051530055.1_ASM5153005v1/GCA_051530055.1_ASM5153005v1_genomic.gff.gz	gff	2025-07-24	2026-01-27				2025-07-24	e16cdcf22aeeeb578562370a7c645105
GCA_000208865.2	ASM20886v2	572307	Neospora caninum Liverpool	GenBank	Wellcome Trust Sanger Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/208/865/GCA_000208865.2_ASM20886v2/GCA_000208865.2_ASM20886v2_genomic.gff.gz	gff	2015-03-01	2026-01-27				2021-09-26	058f965aab85b830731c9f887adc131f
GCA_036186465.1	ASM3618646v1	355587	Nesidiocoris tenuis	GenBank	NARO	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/186/465/GCA_036186465.1_ASM3618646v1/GCA_036186465.1_ASM3618646v1_genomic.gff.gz	gff	2023-09-20	2026-01-27				2024-01-27	e0fdd4099e452b2ae891e5ec1b44b567
GCA_000182925.2	NC12	367110	Neurospora crassa OR74A	GenBank	Broad Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/182/925/GCA_000182925.2_NC12/GCA_000182925.2_NC12_genomic.gff.gz	gff	2015-03-23	2026-01-27				2025-06-19	4e1f52df569d51b9aa17a3d0d65cf4ae
GCA_928085145.1	PGI_NEZAVIv3	85310	Nezara viridula	GenBank	ROTHAMSTED RESEARCH	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/928/085/145/GCA_928085145.1_PGI_NEZAVIv3/GCA_928085145.1_PGI_NEZAVIv3_genomic.gff.gz	gff	2022-06-27	2026-01-27				2022-07-04	ef00c355a1ffbd29eca7c8ad8758b8cf
GCA_014281875.1	ASM1428187v1	240163	Nibea albiflora	GenBank	Marine Fishery Institute of Zhejiang Province	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/281/875/GCA_014281875.1_ASM1428187v1/GCA_014281875.1_ASM1428187v1_genomic.gff.gz	gff	2021-07-14	2026-01-27				2025-06-22	f84085e7656e8c929ca21ad8fb30cb20
GCA_001879085.1	NIATTr2	49451	Nicotiana attenuata	GenBank	Max Planck Institute for Chemical Ecology	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/879/085/GCA_001879085.1_NIATTr2/GCA_001879085.1_NIATTr2_genomic.gff.gz	gff	2016-11-15	2026-01-27				2025-06-19	e24a02eab28052bd5f3156b5eb6bafde
GCA_030553155.1	ASM3055315v1	27835	Nippostrongylus brasiliensis	GenBank	Cornell University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/553/155/GCA_030553155.1_ASM3055315v1/GCA_030553155.1_ASM3055315v1_genomic.gff.gz	gff	2023-07-31	2026-01-27				2025-06-26	7797e2277b9038c0a47d5c92453b03d4
GCA_014300015.1	MPIA_NFZ_2.0	105023	Nothobranchius furzeri	GenBank	Max Planck Institute for Biology of Ageing	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/300/015/GCA_014300015.1_MPIA_NFZ_2.0/GCA_014300015.1_MPIA_NFZ_2.0_genomic.gff.gz	gff	2020-08-27	2026-01-27				2025-06-22	eca70d1a600fb7c1e40dca77b6be7b00
GCA_008638375.1	ASM863837v1	561372	Nyssa sinensis	GenBank	Nyssa sinensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/638/375/GCA_008638375.1_ASM863837v1/GCA_008638375.1_ASM863837v1_genomic.gff.gz	gff	2019-09-24	2026-01-27				2025-06-21	5a8eb80885b580699d3f6af4030cc91e
GCA_951406725.2	xcOctVulg1.2	6645	Octopus vulgaris	GenBank	KU Leuven	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/951/406/725/GCA_951406725.2_xcOctVulg1.2/GCA_951406725.2_xcOctVulg1.2_genomic.gff.gz	gff	2023-08-18	2026-01-27				2023-08-23	c81c456744c23840c2ad23490a57416a
GCA_052425735.1	crgOcupat	130080	Oculina patagonica	GenBank	Centre for Genomic Regulation	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/425/735/GCA_052425735.1_crgOcupat/GCA_052425735.1_crgOcupat_genomic.gff.gz	gff	2025-09-03	2026-01-27				2025-09-03	98e50f8bdad707e701217fd0f2709faf
GCA_019343175.1	Ogib_1.0	931172	Oedothorax gibbosus	GenBank	Royal Belgian Institute of Natural Sciences	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/343/175/GCA_019343175.1_Ogib_1.0/GCA_019343175.1_Ogib_1.0_genomic.gff.gz	gff	2021-08-05	2026-01-27				2025-06-23	650bc7428746fa535c5ff30656bd0eda
GCA_027942865.1	fOdoBon6.hap1	219752	Odontesthes bonariensis	GenBank	Vertebrate Genome Laboratory	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/942/865/GCA_027942865.1_fOdoBon6.hap1/GCA_027942865.1_fOdoBon6.hap1_genomic.gff.gz	gff	2025-08-04	2026-01-27	NCBI EGAPx	Gnomon	0.4.1-alpha	2025-12-20	3c1be556035b2af82d14ade99252f8ab
GCA_000187245.3	Hansenula_2	871575	Ogataea parapolymorpha DL-1	GenBank	Centre	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/187/245/GCA_000187245.3_Hansenula_2/GCA_000187245.3_Hansenula_2_genomic.gff.gz	gff	2013-12-20	2026-01-27				2025-06-19	5a2bf8933e2066ac5f6c371d5f80fd52
GCA_949775105.1	Ocorymbosa-M15.v1	529605	Oldenlandia corymbosa var. corymbosa	GenBank	nanyang technological university	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/775/105/GCA_949775105.1_Ocorymbosa-M15.v1/GCA_949775105.1_Ocorymbosa-M15.v1_genomic.gff.gz	gff	2023-04-05	2026-01-27				2023-05-16	0dd88b14f8f408d8548483e1cd2ca29f
GCA_902713445.1	OLEA9	158383	Olea europaea subsp. europaea	GenBank	CNAG	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/713/445/GCA_902713445.1_OLEA9/GCA_902713445.1_OLEA9_genomic.gff.gz	gff	2022-07-06	2026-01-27				2022-07-10	c4cfd0ac3362cf8400a3c30f21c0fd09
GCA_012432095.1	ASM1243209v1	369639	Onychostoma macrolepis	GenBank	SOUTHWEST UNIVERSITY	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/432/095/GCA_012432095.1_ASM1243209v1/GCA_012432095.1_ASM1243209v1_genomic.gff.gz	gff	2020-04-17	2026-01-27				2025-06-25	f2bc7a6f80ee9b0b3ce7a5c8cbfbd87f
GCA_004007595.1	JHU_CGRice_1.0	4530	Oryza sativa	GenBank	Center for Computational Biology, JHU	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/007/595/GCA_004007595.1_JHU_CGRice_1.0/GCA_004007595.1_JHU_CGRice_1.0_genomic.gff.gz	gff	2019-10-22	2026-01-27		GMAP 2019-03-04		2025-06-21	87ccdb2ddeb244bf1c2f20b9c62897bb
GCA_003672135.1	Obir_v5.4	2015173	Ooceraea biroi	GenBank	The Rockefeller University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/672/135/GCA_003672135.1_Obir_v5.4/GCA_003672135.1_Obir_v5.4_genomic.gff.gz	gff	2018-10-23	2026-01-27				2025-06-21	1c69dcad3731cac1bf810ee22f25cb72
GCA_000004655.2	ASM465v1	39946	Oryza sativa Indica Group	GenBank	Beijing Institute of Genomics, Chinese Academy of Sciences	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/004/655/GCA_000004655.2_ASM465v1/GCA_000004655.2_ASM465v1_genomic.gff.gz	gff	2015-03-23	2026-01-27				2021-09-26	4637131d1aa1af2dd101e17ed0c659ef
GCA_000149285.1	OrySat_Sep2003	39947	Oryza sativa Japonica Group	GenBank	Beijing Genomics Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/285/GCA_000149285.1_OrySat_Sep2003/GCA_000149285.1_OrySat_Sep2003_genomic.gff.gz	gff	2015-03-23	2026-01-27				2021-09-26	d835dc3705a8eb19eebe7cc5cbf355c8
GCA_004295705.1	ASM429570v1	39947	Oryza sativa Japonica Group	GenBank	National Institute of Agrobiological Sciences, Rice Genome Research Program	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/295/705/GCA_004295705.1_ASM429570v1/GCA_004295705.1_ASM429570v1_genomic.gff.gz	gff	2012-05-19	2026-01-27				2023-06-19	e4928c54f61808479264e39b5e1bc68a
GCA_001433935.1	IRGSP-1.0	39947	Oryza sativa Japonica Group	GenBank	National Institute of Agrobiological Sciences	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/433/935/GCA_001433935.1_IRGSP-1.0/GCA_001433935.1_IRGSP-1.0_genomic.gff.gz	gff	2024-04-04	2026-01-27				2024-04-07	247e7e086d9e6c0d8e1330cab03f7d21
GCA_009797565.1	Osativa_Kitaake_v2.0	39947	Oryza sativa Japonica Group	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/797/565/GCA_009797565.1_Osativa_Kitaake_v2.0/GCA_009797565.1_Osativa_Kitaake_v2.0_genomic.gff.gz	gff	2020-02-25	2026-01-27				2025-06-21	0dfbf26b6c5a372794b0dc0f839e7741
GCA_003999625.1	OJAV_1.1	123683	Oryzias javanicus	GenBank	INRA (Fish Physiology and Genomics laboratory)	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/999/625/GCA_003999625.1_OJAV_1.1/GCA_003999625.1_OJAV_1.1_genomic.gff.gz	gff	2019-01-08	2026-01-27				2025-06-21	d5d97094f11de715e9cfb6f3ce231b4c
GCA_000092065.1	ASM9206v1	436017	Ostreococcus lucimarinus CCE9901	GenBank	US DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/065/GCA_000092065.1_ASM9206v1/GCA_000092065.1_ASM9206v1_genomic.gff.gz	gff	2014-10-01	2026-01-27				2020-05-11	1fa92c0e1f4a1ec4efd6865d523b19b9
GCA_023701675.1	CAU_F1_maternal_1.0	2918886	Ovis ammon polii x Ovis aries	GenBank	China Agricultural University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/701/675/GCA_023701675.1_CAU_F1_maternal_1.0/GCA_023701675.1_CAU_F1_maternal_1.0_genomic.gff.gz	gff	2022-06-10	2026-01-27				2025-06-27	bd6109d0ab69954769dfd14bcc25ffe2
GCA_023701655.1	CAU_F1_paternal_1.0	2918886	Ovis ammon polii x Ovis aries	GenBank	China Agricultural University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/701/655/GCA_023701655.1_CAU_F1_paternal_1.0/GCA_023701655.1_CAU_F1_paternal_1.0_genomic.gff.gz	gff	2022-06-10	2026-01-27				2025-06-27	6c3da14ede14886df2a2e48a68fc4385
GCA_017524585.1	CAU_O.aries_1.0	9940	Ovis aries	GenBank	China Agricultural University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/524/585/GCA_017524585.1_CAU_O.aries_1.0/GCA_017524585.1_CAU_O.aries_1.0_genomic.gff.gz	gff	2021-03-24	2026-01-27				2025-06-23	9852dc05cbdf8df59b2ccb4f70908bf1
GCA_040805955.1	T2T-sheep1.0	9940	Ovis aries	GenBank	China Agricultural University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/805/955/GCA_040805955.1_T2T-sheep1.0/GCA_040805955.1_T2T-sheep1.0_genomic.gff.gz	gff	2024-07-22	2026-01-27				2024-07-22	2f73aed72463541869715c00cc402a28
GCA_044885175.1	PborFfbFv9	8213	Pagothenia borchgrevinki	GenBank	catchenlab_notothenioids	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/885/175/GCA_044885175.1_PborFfbFv9/GCA_044885175.1_PborFfbFv9_genomic.gff.gz	gff	2024-11-13	2026-01-27				2024-11-14	07d58e0fd6310533a6e0be21a92218fb
GCA_041121725.1	T2T-sheep1.0M	9940	Ovis aries	GenBank	China Agricultural University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/121/725/GCA_041121725.1_T2T-sheep1.0M/GCA_041121725.1_T2T-sheep1.0M_genomic.gff.gz	gff	2024-07-24	2026-01-27				2024-08-08	6f91e66a09f3e7c1904e88266e30b677
GCA_040836155.1	T2T-sheep1.0P	9940	Ovis aries	GenBank	China Agricultural University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/836/155/GCA_040836155.1_T2T-sheep1.0P/GCA_040836155.1_T2T-sheep1.0P_genomic.gff.gz	gff	2024-07-24	2026-01-27				2024-07-25	f515d04caadb3565ed20a9ddc0201844
GCA_002880755.3	Clint_PTRv2	9598	Pan troglodytes	GenBank	University of Washington	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/880/755/GCA_002880755.3_Clint_PTRv2/GCA_002880755.3_Clint_PTRv2_genomic.gff.gz	gff	2018-01-19	2026-01-27				2025-06-21	e94f15471392e5192ca03bd87c92b5af
GCA_022758105.1	PGIGA_1.1	30993	Pangasianodon gigas	GenBank	GenoFish	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/758/105/GCA_022758105.1_PGIGA_1.1/GCA_022758105.1_PGIGA_1.1_genomic.gff.gz	gff	2022-03-30	2026-01-27				2025-06-24	841630cfda6cf53b93b4d3c41f15bc54
GCA_009078355.1	GENO_Phyp_1.0	310915	Pangasianodon hypophthalmus	GenBank	GenoFish	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/078/355/GCA_009078355.1_GENO_Phyp_1.0/GCA_009078355.1_GENO_Phyp_1.0_genomic.gff.gz	gff	2019-10-22	2026-01-27				2025-06-21	cb0e9743af7a26c7a585595e149a4df0
GCA_022985145.1	PDJA	1691987	Pangasius djambal	GenBank	GenoFish	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/985/145/GCA_022985145.1_PDJA/GCA_022985145.1_PDJA_genomic.gff.gz	gff	2022-04-19	2026-01-27				2025-06-24	256371cc54c0931b60389a86e867b01a
GCA_003061485.1	PhalliiHAL_v2.1	1504633	Panicum hallii var. hallii	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/061/485/GCA_003061485.1_PhalliiHAL_v2.1/GCA_003061485.1_PhalliiHAL_v2.1_genomic.gff.gz	gff	2018-04-25	2026-01-27				2025-06-20	322b03c770a0777c4ba67321c4489615
GCA_003046395.2	Pm_0390_v2	4540	Panicum miliaceum	GenBank	Shanghai Center for Plant Stress Biology	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/046/395/GCA_003046395.2_Pm_0390_v2/GCA_003046395.2_Pm_0390_v2_genomic.gff.gz	gff	2018-10-25	2026-01-27				2025-07-08	5065a5fcd0b044ab28ab4d45298598c8
GCA_016808335.1	P.virgatum_v5	38727	Panicum virgatum	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/808/335/GCA_016808335.1_P.virgatum_v5/GCA_016808335.1_P.virgatum_v5_genomic.gff.gz	gff	2021-02-10	2026-01-27				2025-06-22	1535641e53d8110123fdb2c1ec0870ae
GCA_003573695.1	ASM357369v1	3469	Papaver somniferum	GenBank	Xi'an Jiaotong University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/573/695/GCA_003573695.1_ASM357369v1/GCA_003573695.1_ASM357369v1_genomic.gff.gz	gff	2020-03-19	2026-01-27				2025-06-21	08a06b4c1e3833e36a890cb83c48848a
GCA_002211085.2	PHallii_v3.1	206008	Panicum hallii	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/211/085/GCA_002211085.2_PHallii_v3.1/GCA_002211085.2_PHallii_v3.1_genomic.gff.gz	gff	2018-05-01	2026-01-27				2025-06-20	c3a4691f41e4e369f9c378d662b9d6c1
GCA_053455385.1	pb186_2025	74790	Paramecium bursaria	GenBank	University of Oxford	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/053/455/385/GCA_053455385.1_pb186_2025/GCA_053455385.1_pb186_2025_genomic.gff.gz	gff	2025-11-13	2026-01-27				2025-11-13	6c2ca282a392022b510a0f52db5149e2
GCA_016801405.1	ASM1680140v1	321614	Parastagonospora nodorum SN15	GenBank	Curtin University of Technology	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/801/405/GCA_016801405.1_ASM1680140v1/GCA_016801405.1_ASM1680140v1_genomic.gff.gz	gff	2021-02-02	2026-01-27				2025-06-27	8f120f0021d8df8536ea5fe822fee5e1
GCA_036689595.1	IICAR_Pnotatum_1.0	547442	Paspalum notatum var. saurae	GenBank	Instituto de Investigaciones en Ciencias Agrarias de Rosario (IICAR-CONICET-UNR)	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/689/595/GCA_036689595.1_IICAR_Pnotatum_1.0/GCA_036689595.1_IICAR_Pnotatum_1.0_genomic.gff.gz	gff	2024-02-18	2026-01-27				2024-03-20	e7c55f6eaf5c93af6699046bd44f81a2
GCA_933207985.1	aPelCul1.1_chrom	61616	Pelobates cultripes	GenBank	The Spanish National Research Council (CSIC)	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/933/207/985/GCA_933207985.1_aPelCul1.1_chrom/GCA_933207985.1_aPelCul1.1_chrom_genomic.gff.gz	gff	2023-05-04	2026-01-27				2023-06-30	66a4f3041ca915fb06525b7a5925cd6a
GCA_000710275.1	ASM71027v1	5076	Penicillium chrysogenum	GenBank	Ruhr-Univeristaet Bochum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/710/275/GCA_000710275.1_ASM71027v1/GCA_000710275.1_ASM71027v1_genomic.gff.gz	gff	2016-04-22	2026-01-27				2025-06-19	01bc45e04596e70dfb237e36744c0cfe
GCA_001592805.2	ASM159280v2	286661	Peltaster fructicola	GenBank	Northwest A&F University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/592/805/GCA_001592805.2_ASM159280v2/GCA_001592805.2_ASM159280v2_genomic.gff.gz	gff	2020-04-14	2026-01-27				2020-04-14	f60fdfa750a0d9b81d24a17bcbf64a9a
GCA_907165135.1	OKI2018_I68_1.0	34765	Oikopleura dioica	GenBank	OKINAWA INSTITUTE OF SCIENCE AND TECHNOLOGY	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/907/165/135/GCA_907165135.1_OKI2018_I68_1.0/GCA_907165135.1_OKI2018_I68_1.0_genomic.gff.gz	gff	2021-05-11	2026-01-27				2023-06-01	51fa3f08afdc83add662d162e10c7f81
GCA_016767815.1	ASM1676781v1	36651	Penicillium digitatum	GenBank	Hangzhou Normal University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/767/815/GCA_016767815.1_ASM1676781v1/GCA_016767815.1_ASM1676781v1_genomic.gff.gz	gff	2021-01-28	2026-01-27				2021-01-29	773233e331810939dc2e0d656e5a908b
GCA_900005705.1	AUL_PRJEB4421_v1	8022	Oncorhynchus mykiss	GenBank	Genoscope CEA	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/005/705/GCA_900005705.1_AUL_PRJEB4421_v1/GCA_900005705.1_AUL_PRJEB4421_v1_genomic.gff.gz	gff	2014-05-30	2026-01-27				2021-09-24	afd5e99c53c20626aaa362bc28fc0dff
GCA_001723175.3	ASM172317v3	69781	Penicillium oxalicum	GenBank	Guangxi University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/175/GCA_001723175.3_ASM172317v3/GCA_001723175.3_ASM172317v3_genomic.gff.gz	gff	2022-04-25	2026-01-27				2025-06-27	698e738eb9713d8b517e90d0a308da19
GCA_964197705.1	Pfluo_KMR99	3158075	Penicillium psychrofluorescens	GenBank	THE UNIVERSITY OF NEW SOUTH WALES	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/197/705/GCA_964197705.1_Pfluo_KMR99/GCA_964197705.1_Pfluo_KMR99_genomic.gff.gz	gff	2025-01-09	2026-01-27				2025-01-20	009034c9510f192dddc58904de27b71a
GCA_004354835.1	PFLA_1.0	8167	Perca flavescens	GenBank	INRA (Fish Physiology and Genomics laboratory)	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/354/835/GCA_004354835.1_PFLA_1.0/GCA_004354835.1_PFLA_1.0_genomic.gff.gz	gff	2019-03-19	2026-01-27				2025-06-21	9f412a4fea2b9dbf2ad8af34945d6606
GCA_046254845.1	UofSC_Psma_1	265156	Penstemon smallii	GenBank	University of South Carolina	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/254/845/GCA_046254845.1_UofSC_Psma_1/GCA_046254845.1_UofSC_Psma_1_genomic.gff.gz	gff	2024-12-23	2026-01-27				2024-12-23	84e64227231c3f1082b860b82be3d24c
GCA_010015445.1	GENO_Pfluv_1.0	8168	Perca fluviatilis	GenBank	SEX'PERCH	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/015/445/GCA_010015445.1_GENO_Pfluv_1.0/GCA_010015445.1_GENO_Pfluv_1.0_genomic.gff.gz	gff	2020-01-30	2026-01-27				2025-06-25	2489aaf3fb3e01d0380f2158c4a98fcc
